"","CNTRY_NAME","COWCODE","GWCODE","year","cname","ccode"
"16147","Zimbabwe",552,552,2006,"ZIMBABWE",552
"16238","Comoros",581,581,2006,"COMOROS",581
"16341","Lesotho",570,570,2006,"LESOTHO",570
"16442","Malawi",553,553,2006,"MALAWI",553
"16533","Mozambique",541,541,2006,"MOZAMBIQUE",541
"16625","South Africa",560,560,2006,"SOUTH AFRICA",560
"16739","Swaziland",572,572,2006,"SWAZILAND",572
"16832","Angola",540,540,2006,"ANGOLA",540
"16946","Congo",484,484,2006,"CONGO, REPUBLIC OF",484
"17046","Congo, Democratic Republic of",490,490,2006,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"17141","Fiji",950,950,2006,"FIJI",950
"17246","Gabon",481,481,2006,"GABON",481
"17326","Namibia",565,565,2006,"NAMIBIA",565
"17446","New Zealand",920,920,2006,"NEW ZEALAND",920
"17546","Madagascar",580,580,2006,"MADAGASCAR",580
"17638","Mauritius",590,590,2006,"MAURITIUS",590
"17731","Seychelles",591,591,2006,"SEYCHELLES",591
"17911","Timor Leste",860,860,2006,"TIMOR-LESTE",860
"18046","Australia",900,900,2006,"AUSTRALIA",900
"18138","Nauru",970,971,2006,"NAURU",971
"18233","Papua New Guinea",910,910,2006,"PAPUA NEW GUINEA",910
"18330","Solomon Is.",940,940,2006,"SOLOMON ISLANDS",940
"18428","Tuvalu",947,973,2006,"TUVALU",973
"18527","Vanuatu",935,935,2006,"VANUATU",935
"18646","Canada",20,20,2006,"CANADA",20
"18721","Germany",255,260,2006,"GERMANY",260
"20246","Taiwan",713,713,2006,"TAIWAN, PROVINCE OF CHINA",713
"20346","China",710,710,2006,"CHINA",710
"20941","Malaysia",820,820,2006,"MALAYSIA",820
"21041","Singapore",830,830,2006,"SINGAPORE",830
"21314","Indonesia",850,850,2006,"INDONESIA",850
"21734","Libya",620,620,2006,"LIBYAN ARAB JAMAHIRIYA",620
"21834","Chad",483,483,2006,"CHAD",483
"22233","Israel",666,666,2006,"ISRAEL",666
"22440","Syria",652,652,2006,"SYRIAN ARAB REPUBLIC",652
"22628","Egypt",651,651,2006,"EGYPT",651
"22746","India",750,750,2006,"INDIA",750
"2349","Serbia",345,340,2006,"SERBIA",345
"2351","Montenegro",341,341,2006,"MONTENEGRO",341
"23846","United States",2,2,2006,"UNITED STATES",2
"24220","Tanzania",510,510,2006,"TANZANIA, UNITED REPUBLIC OF",510
"24328","Morocco",600,600,2006,"MOROCCO",600
"24428","Mauritania",435,435,2006,"MAURITANIA",435
"041","Guyana",110,110,2007,"GUYANA",110
"1422","Suriname",115,115,2007,"SURINAME",115
"2190","Trinidad and Tobago",52,52,2007,"TRINIDAD AND TOBAGO",52
"3156","Venezuela",101,101,2007,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"4160","Samoa",990,990,2007,"SAMOA",990
"5106","Tonga",955,972,2007,"TONGA",972
"6113","Argentina",160,160,2007,"ARGENTINA",160
"7129","Bolivia",145,145,2007,"BOLIVIA, PLURINATIONAL STATE OF",145
"899","Brazil",140,140,2007,"BRAZIL",140
"9151","Chile",155,155,2007,"CHILE",155
"10153","Ecuador",130,130,2007,"ECUADOR",130
"11108","Paraguay",150,150,2007,"PARAGUAY",150
"12105","Peru",135,135,2007,"PERU",135
"13107","Uruguay",165,165,2007,"URUGUAY",165
"15149","Guatemala",90,90,2007,"GUATEMALA",90
"16148","Mexico",70,70,2007,"MEXICO",70
"17101","Barbados",53,53,2007,"BARBADOS",53
"18139","Dominica",54,54,2007,"DOMINICA",54
"1977","Grenada",55,55,2007,"GRENADA",55
"20103","St. Lucia",56,56,2007,"SAINT LUCIA",56
"21100","St. Vincent and the Grenadines",57,57,2007,"SAINT VINCENT AND THE GRENADINES",57
"2298","Dominican Republic",42,42,2007,"DOMINICAN REPUBLIC",42
"2350","Haiti",41,41,2007,"HAITI",41
"2463","Jamaica",51,51,2007,"JAMAICA",51
"2539","Bahamas",31,31,2007,"BAHAMAS",31
"2632","Belize",80,80,2007,"BELIZE",80
"2747","Colombia",100,100,2007,"COLOMBIA",100
"2847","Costa Rica",94,94,2007,"COSTA RICA",94
"2947","Cuba",40,40,2007,"CUBA",40
"3047","El Salvador",92,92,2007,"EL SALVADOR",92
"3157","Honduras",91,91,2007,"HONDURAS",91
"3248","Nicaragua",93,93,2007,"NICARAGUA",93
"3347","Panama",95,95,2007,"PANAMA",95
"3436","Antigua and Barbuda",58,58,2007,"ANTIGUA AND BARBUDA",58
"3530","St. Kitts and Nevis",60,60,2007,"SAINT KITTS AND NEVIS",60
"3647","Iceland",395,395,2007,"ICELAND",395
"3747","Ireland",205,205,2007,"IRELAND",205
"3847","United Kingdom",200,200,2007,"UNITED KINGDOM",200
"3933","Cape Verde",402,402,2007,"CAPE VERDE",402
"4047","Cote d'Ivoire",437,437,2007,"COTE D'IVOIRE",437
"4161","Ghana",452,452,2007,"GHANA",452
"4248","Liberia",450,450,2007,"LIBERIA",450
"4447","Portugal",235,235,2007,"PORTUGAL",235
"4547","Spain",230,230,2007,"SPAIN",230
"4647","Burkina Faso",439,439,2007,"BURKINA FASO",439
"4747","Guinea",438,438,2007,"GUINEA",438
"4834","Guinea-Bissau",404,404,2007,"GUINEA-BISSAU",404
"4947","Mali",432,432,2007,"MALI",432
"5147","Senegal",433,433,2007,"SENEGAL",433
"5246","Sierra Leone",451,451,2007,"SIERRA LEONE",451
"5342","The Gambia",420,420,2007,"GAMBIA",420
"5435","Djibouti",522,522,2007,"DJIBOUTI",522
"5524","Eritrea",531,531,2007,"ERITREA",531
"5620","Ethiopia",530,530,2007,"ETHIOPIA",530
"5747","Mongolia",712,712,2007,"MONGOLIA",712
"5847","Sudan",625,625,2007,"SUDAN",625
"5945","Uganda",500,500,2007,"UGANDA",500
"6047","Iraq",645,645,2007,"IRAQ",645
"6248","Jordan",663,663,2007,"JORDAN",663
"6326","Kazakhstan",705,705,2007,"KAZAKHSTAN",705
"6447","Norway",385,385,2007,"NORWAY",385
"6526","Russia",365,365,2007,"RUSSIAN FEDERATION",365
"6647","Sweden",380,380,2007,"SWEDEN",380
"6745","Algeria",615,615,2007,"ALGERIA",615
"6847","Andorra",232,232,2007,"ANDORRA",232
"6946","Cameroon",471,471,2007,"CAMEROON",471
"7047","Central African Republic",482,482,2007,"CENTRAL AFRICAN REPUBLIC",482
"7248","Monaco",221,221,2007,"MONACO",221
"7347","Tunisia",616,616,2007,"TUNISIA",616
"7447","Benin",434,434,2007,"BENIN",434
"7642","Equatorial Guinea",411,411,2007,"EQUATORIAL GUINEA",411
"7735","Kiribati",946,970,2007,"KIRIBATI",970
"7847","Niger",436,436,2007,"NIGER",436
"7946","Nigeria",475,475,2007,"NIGERIA",475
"8032","Sao Tome and Principe",403,403,2007,"SAO TOME AND PRINCIPE",403
"8149","Togo",461,461,2007,"TOGO",461
"8248","Albania",339,339,2007,"ALBANIA",339
"8325","Bosnia and Herzegovina",346,346,2007,"BOSNIA AND HERZEGOVINA",346
"8425","Croatia",344,344,2007,"CROATIA",344
"8547","Italy",325,325,2007,"ITALY",325
"8621","Macedonia",343,343,2007,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",343
"8743","Malta",338,338,2007,"MALTA",338
"8847","San Marino",331,331,2007,"SAN MARINO",331
"9047","Bulgaria",355,355,2007,"BULGARIA",355
"9152","Cyprus",352,352,2007,"CYPRUS",352
"9326","Georgia",372,372,2007,"GEORGIA",372
"9447","Greece",350,350,2007,"GREECE",350
"9547","Lebanon",660,660,2007,"LEBANON",660
"9747","Turkey",640,640,2007,"TURKEY",640
"9847","Austria",305,305,2007,"AUSTRIA",305
"9921","Czech Republic",316,316,2007,"CZECH REPUBLIC",315
"10047","Denmark",390,390,2007,"DENMARK",390
"10154","Hungary",310,310,2007,"HUNGARY",310
"10248","Poland",290,290,2007,"POLAND",290
"10324","Slovakia",317,317,2007,"SLOVAKIA",317
"10425","Slovenia",349,349,2007,"SLOVENIA",349
"10547","Belgium",211,211,2007,"BELGIUM",211
"10647","France",220,220,2007,"FRANCE",220
"10747","Liechtenstein",223,223,2007,"LIECHTENSTEIN",223
"10847","Luxembourg",212,212,2007,"LUXEMBOURG",212
"10947","Netherlands",210,210,2007,"NETHERLANDS",210
"11047","Switzerland",225,225,2007,"SWITZERLAND",225
"11126","Belarus",370,370,2007,"BELARUS",370
"11226","Estonia",366,366,2007,"ESTONIA",366
"11347","Finland",375,375,2007,"FINLAND",375
"11426","Latvia",367,367,2007,"LATVIA",367
"11524","Lithuania",368,368,2007,"LITHUANIA",368
"11621","Moldova",359,359,2007,"MOLDOVA, REPUBLIC OF",359
"11747","Romania",360,360,2007,"ROMANIA",360
"11819","Ukraine",369,369,2007,"UKRAINE",369
"11942","Maldives",781,781,2007,"MALDIVES",781
"12047","Oman",698,698,2007,"OMAN",698
"12148","Somalia",520,520,2007,"SOMALIA",520
"12247","Sri Lanka",780,780,2007,"SRI LANKA",780
"12326","Turkmenistan",701,701,2007,"TURKMENISTAN",701
"12426","Uzbekistan",704,704,2007,"UZBEKISTAN",704
"12517","Yemen",679,678,2007,"YEMEN",678
"12617","Armenia",371,371,2007,"ARMENIA",371
"12717","Azerbaijan",373,373,2007,"AZERBAIJAN",373
"12837","Bahrain",692,692,2007,"BAHRAIN",692
"12947","Iran",630,630,2007,"IRAN, ISLAMIC REPUBLIC OF",630
"13046","Kuwait",690,690,2007,"KUWAIT",690
"13143","Qatar",694,694,2007,"QATAR",694
"13217","Saudi Arabia",670,670,2007,"SAUDI ARABIA",670
"13337","United Arab Emirates",696,696,2007,"UNITED ARAB EMIRATES",696
"13447","Afghanistan",700,700,2007,"AFGHANISTAN",700
"13523","Kyrgyzstan",703,703,2007,"KYRGYZSTAN",703
"13647","Nepal",790,790,2007,"NEPAL",790
"13737","Pakistan",770,770,2007,"PAKISTAN",770
"13819","Tajikistan",702,702,2007,"TAJIKISTAN",702
"13937","Bangladesh",771,771,2007,"BANGLADESH",771
"14047","Bhutan",760,760,2007,"BHUTAN",760
"14124","Brunei",835,835,2007,"BRUNEI DARUSSALAM",835
"14347","Japan",740,740,2007,"JAPAN",740
"14447","North Korea",731,731,2007,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"14514","Palau",986,986,2007,"PALAU",986
"14647","Philippines",840,840,2007,"PHILIPPINES",840
"14747","South Korea",732,732,2007,"KOREA, REPUBLIC OF",732
"14847","Cambodia",811,811,2007,"CAMBODIA",811
"14947","Laos",812,812,2007,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"15047","Myanmar",775,775,2007,"MYANMAR",775
"15150","Thailand",800,800,2007,"THAILAND",800
"15241","Vietnam",816,816,2007,"VIETNAM",816
"15331","Marshall Is.",983,983,2007,"MARSHALL ISLANDS",983
"15426","Micronesia",987,987,2007,"MICRONESIA, FEDERATED STATES OF",987
"15542","Botswana",571,571,2007,"BOTSWANA",571
"15645","Burundi",516,516,2007,"BURUNDI",516
"15744","Kenya",501,501,2007,"KENYA",501
"15845","Rwanda",517,517,2007,"RWANDA",517
"16043","Zambia",551,551,2007,"ZAMBIA",551
"16149","Zimbabwe",552,552,2007,"ZIMBABWE",552
"16239","Comoros",581,581,2007,"COMOROS",581
"16342","Lesotho",570,570,2007,"LESOTHO",570
"16443","Malawi",553,553,2007,"MALAWI",553
"16534","Mozambique",541,541,2007,"MOZAMBIQUE",541
"16626","South Africa",560,560,2007,"SOUTH AFRICA",560
"16740","Swaziland",572,572,2007,"SWAZILAND",572
