"","CNTRY_NAME","COWCODE","GWCODE","year","cname","ccode"
"334","Panama",95,95,1964,"PANAMA",95
"364","Iceland",395,395,1964,"ICELAND",395
"374","Ireland",205,205,1964,"IRELAND",205
"384","United Kingdom",200,200,1964,"UNITED KINGDOM",200
"404","Cote d'Ivoire",437,437,1964,"COTE D'IVOIRE",437
"414","Ghana",452,452,1964,"GHANA",452
"424","Liberia",450,450,1964,"LIBERIA",450
"444","Portugal",235,235,1964,"PORTUGAL",235
"454","Spain",230,230,1964,"SPAIN",230
"464","Burkina Faso",439,439,1964,"BURKINA FASO",439
"474","Guinea",438,438,1964,"GUINEA",438
"494","Mali",432,432,1964,"MALI",432
"504","Mauritania",435,435,1964,"MAURITANIA",435
"514","Senegal",433,433,1964,"SENEGAL",433
"523","Sierra Leone",451,451,1964,"SIERRA LEONE",451
"574","Mongolia",712,712,1964,"MONGOLIA",712
"584","Sudan",625,625,1964,"SUDAN",625
"592","Uganda",500,500,1964,"UGANDA",500
"604","Iraq",645,645,1964,"IRAQ",645
"615","Israel",666,666,1964,"ISRAEL",666
"624","Jordan",663,663,1964,"JORDAN",663
"644","Norway",385,385,1964,"NORWAY",385
"664","Sweden",380,380,1964,"SWEDEN",380
"672","Algeria",615,615,1964,"ALGERIA",615
"684","Andorra",232,232,1964,"ANDORRA",232
"693","Cameroon",471,471,1964,"CAMEROON",471
"704","Central African Republic",482,482,1964,"CENTRAL AFRICAN REPUBLIC",482
"715","Libya",620,620,1964,"LIBYAN ARAB JAMAHIRIYA",620
"724","Monaco",221,221,1964,"MONACO",221
"734","Tunisia",616,616,1964,"TUNISIA",616
"744","Benin",434,434,1964,"BENIN",434
"754","Chad",483,483,1964,"CHAD",483
"784","Niger",436,436,1964,"NIGER",436
"793","Nigeria",475,475,1964,"NIGERIA",475
"814","Togo",461,461,1964,"TOGO",461
"824","Albania",339,339,1964,"ALBANIA",339
"854","Italy",325,325,1964,"ITALY",325
"87","Malta",338,338,1964,"MALTA",338
"884","San Marino",331,331,1964,"SAN MARINO",331
"904","Bulgaria",355,355,1964,"BULGARIA",355
"915","Cyprus",352,352,1964,"CYPRUS",352
"924","Egypt",651,651,1964,"EGYPT",651
"944","Greece",350,350,1964,"GREECE",350
"954","Lebanon",660,660,1964,"LEBANON",660
"964","Syria",652,652,1964,"SYRIAN ARAB REPUBLIC",652
"974","Turkey",640,640,1964,"TURKEY",640
"984","Austria",305,305,1964,"AUSTRIA",305
"1004","Denmark",390,390,1964,"DENMARK",390
"1015","Hungary",310,310,1964,"HUNGARY",310
"1024","Poland",290,290,1964,"POLAND",290
"1054","Belgium",211,211,1964,"BELGIUM",211
"1064","France",220,220,1964,"FRANCE",220
"1074","Liechtenstein",223,223,1964,"LIECHTENSTEIN",223
"1084","Luxembourg",212,212,1964,"LUXEMBOURG",212
"1094","Netherlands",210,210,1964,"NETHERLANDS",210
"1104","Switzerland",225,225,1964,"SWITZERLAND",225
"1134","Finland",375,375,1964,"FINLAND",375
"1174","Romania",360,360,1964,"ROMANIA",360
"1204","Oman",698,698,1964,"OMAN",698
"1214","Somalia",520,520,1964,"SOMALIA",520
"1224","Sri Lanka",780,780,1964,"SRI LANKA",780
"1294","Iran",630,630,1964,"IRAN, ISLAMIC REPUBLIC OF",630
"1303","Kuwait",690,690,1964,"KUWAIT",690
"1344","Afghanistan",700,700,1964,"AFGHANISTAN",700
"1364","Nepal",790,790,1964,"NEPAL",790
"1404","Bhutan",760,760,1964,"BHUTAN",760
"1434","Japan",740,740,1964,"JAPAN",740
"1444","North Korea",731,731,1964,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"1464","Philippines",840,840,1964,"PHILIPPINES",840
"1474","South Korea",732,732,1964,"KOREA, REPUBLIC OF",732
"1484","Cambodia",811,811,1964,"CAMBODIA",811
"1494","Laos",812,812,1964,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"1504","Myanmar",775,775,1964,"MYANMAR",775
"1514","Thailand",800,800,1964,"THAILAND",800
"1562","Burundi",516,516,1964,"BURUNDI",516
"1571","Kenya",501,501,1964,"KENYA",501
"1582","Rwanda",517,517,1964,"RWANDA",517
"159","Tanzania",510,510,1964,"TANZANIA, UNITED REPUBLIC OF",510
"160","Zambia",551,551,1964,"ZAMBIA",551
"164","Malawi",553,553,1964,"MALAWI",553
"1694","Congo",484,484,1964,"CONGO, REPUBLIC OF",484
"1704","Congo, Democratic Republic of",490,490,1964,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"1724","Gabon",481,481,1964,"GABON",481
"1744","New Zealand",920,920,1964,"NEW ZEALAND",920
"1754","Madagascar",580,580,1964,"MADAGASCAR",580
"1804","Australia",900,900,1964,"AUSTRALIA",900
"1864","Canada",20,20,1964,"CANADA",20
"1884","Germany Federal Republic",260,260,1964,"GERMANY",260
"1894","Germany Democratic Republic",265,265,1964,"German Democratic Republic",265
"1904","Czechoslovakia",315,315,1964,"Czechoslovakia",315
"1914","Yugoslavia",345,345,1964,"Yugoslavia",345
"1924","USSR",365,365,1964,"RUSSIAN FEDERATION",365
"1954","Ethiopia",530,530,1964,"ETHIOPIA",530
"1964","South Africa",560,560,1964,"SOUTH AFRICA",560
"2004","Yemen Arab Republic",678,678,1964,"YEMEN",678
"2024","Taiwan",713,713,1964,"TAIWAN, PROVINCE OF CHINA",713
"2034","China",710,710,1964,"CHINA",710
"2044","Pakistan",770,770,1964,"PAKISTAN",770
"2054","Republic of Vietnam",817,817,1964,"VIETNAM",817
"2064","Vietnam",816,816,1964,"VIETNAM",816
"2071","Malaysia",820,820,1964,"MALAYSIA",820
"2111","Indonesia",850,850,1964,"INDONESIA",850
"2194","Morocco",600,600,1964,"MOROCCO",600
"2274","India",750,750,1964,"INDIA",750
"2384","United States",2,2,1964,"UNITED STATES",2
"2394","Saudi Arabia",670,670,1964,"SAUDI ARABIA",670
"26","Trinidad and Tobago",52,52,1965,"TRINIDAD AND TOBAGO",52
"315","Venezuela",101,101,1965,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"410","Samoa",990,990,1965,"SAMOA",990
"616","Argentina",160,160,1965,"ARGENTINA",160
"716","Bolivia",145,145,1965,"BOLIVIA, PLURINATIONAL STATE OF",145
"810","Brazil",140,140,1965,"BRAZIL",140
"916","Chile",155,155,1965,"CHILE",155
"1016","Ecuador",130,130,1965,"ECUADOR",130
"116","Paraguay",150,150,1965,"PARAGUAY",150
"127","Peru",135,135,1965,"PERU",135
"137","Uruguay",165,165,1965,"URUGUAY",165
"1510","Guatemala",90,90,1965,"GUATEMALA",90
"166","Mexico",70,70,1965,"MEXICO",70
"225","Dominican Republic",42,42,1965,"DOMINICAN REPUBLIC",42
"235","Haiti",41,41,1965,"HAITI",41
"243","Jamaica",51,51,1965,"JAMAICA",51
"275","Colombia",100,100,1965,"COLOMBIA",100
"285","Costa Rica",94,94,1965,"COSTA RICA",94
"295","Cuba",40,40,1965,"CUBA",40
"305","El Salvador",92,92,1965,"EL SALVADOR",92
"316","Honduras",91,91,1965,"HONDURAS",91
"325","Nicaragua",93,93,1965,"NICARAGUA",93
"335","Panama",95,95,1965,"PANAMA",95
"365","Iceland",395,395,1965,"ICELAND",395
"375","Ireland",205,205,1965,"IRELAND",205
"385","United Kingdom",200,200,1965,"UNITED KINGDOM",200
"405","Cote d'Ivoire",437,437,1965,"COTE D'IVOIRE",437
"415","Ghana",452,452,1965,"GHANA",452
"425","Liberia",450,450,1965,"LIBERIA",450
"445","Portugal",235,235,1965,"PORTUGAL",235
"455","Spain",230,230,1965,"SPAIN",230
"465","Burkina Faso",439,439,1965,"BURKINA FASO",439
"475","Guinea",438,438,1965,"GUINEA",438
"495","Mali",432,432,1965,"MALI",432
"505","Mauritania",435,435,1965,"MAURITANIA",435
"515","Senegal",433,433,1965,"SENEGAL",433
"524","Sierra Leone",451,451,1965,"SIERRA LEONE",451
"53","The Gambia",420,420,1965,"GAMBIA",420
"575","Mongolia",712,712,1965,"MONGOLIA",712
"585","Sudan",625,625,1965,"SUDAN",625
"593","Uganda",500,500,1965,"UGANDA",500
"605","Iraq",645,645,1965,"IRAQ",645
"617","Israel",666,666,1965,"ISRAEL",666
"625","Jordan",663,663,1965,"JORDAN",663
"645","Norway",385,385,1965,"NORWAY",385
"665","Sweden",380,380,1965,"SWEDEN",380
"673","Algeria",615,615,1965,"ALGERIA",615
"685","Andorra",232,232,1965,"ANDORRA",232
"694","Cameroon",471,471,1965,"CAMEROON",471
"705","Central African Republic",482,482,1965,"CENTRAL AFRICAN REPUBLIC",482
"717","Libya",620,620,1965,"LIBYAN ARAB JAMAHIRIYA",620
"725","Monaco",221,221,1965,"MONACO",221
"735","Tunisia",616,616,1965,"TUNISIA",616
"745","Benin",434,434,1965,"BENIN",434
"755","Chad",483,483,1965,"CHAD",483
"785","Niger",436,436,1965,"NIGER",436
"794","Nigeria",475,475,1965,"NIGERIA",475
"815","Togo",461,461,1965,"TOGO",461
"825","Albania",339,339,1965,"ALBANIA",339
"855","Italy",325,325,1965,"ITALY",325
"871","Malta",338,338,1965,"MALTA",338
"885","San Marino",331,331,1965,"SAN MARINO",331
"905","Bulgaria",355,355,1965,"BULGARIA",355
"917","Cyprus",352,352,1965,"CYPRUS",352
"925","Egypt",651,651,1965,"EGYPT",651
"945","Greece",350,350,1965,"GREECE",350
"955","Lebanon",660,660,1965,"LEBANON",660
"965","Syria",652,652,1965,"SYRIAN ARAB REPUBLIC",652
"975","Turkey",640,640,1965,"TURKEY",640
"985","Austria",305,305,1965,"AUSTRIA",305
"1005","Denmark",390,390,1965,"DENMARK",390
"1017","Hungary",310,310,1965,"HUNGARY",310
"1025","Poland",290,290,1965,"POLAND",290
"1055","Belgium",211,211,1965,"BELGIUM",211
"1065","France",220,220,1965,"FRANCE",220
"1075","Liechtenstein",223,223,1965,"LIECHTENSTEIN",223
"1085","Luxembourg",212,212,1965,"LUXEMBOURG",212
"1095","Netherlands",210,210,1965,"NETHERLANDS",210
"1105","Switzerland",225,225,1965,"SWITZERLAND",225
"1135","Finland",375,375,1965,"FINLAND",375
"1175","Romania",360,360,1965,"ROMANIA",360
"119","Maldives",781,781,1965,"MALDIVES",781
"1205","Oman",698,698,1965,"OMAN",698
"1215","Somalia",520,520,1965,"SOMALIA",520
"1225","Sri Lanka",780,780,1965,"SRI LANKA",780
"1295","Iran",630,630,1965,"IRAN, ISLAMIC REPUBLIC OF",630
"1304","Kuwait",690,690,1965,"KUWAIT",690
"1345","Afghanistan",700,700,1965,"AFGHANISTAN",700
"1365","Nepal",790,790,1965,"NEPAL",790
"1405","Bhutan",760,760,1965,"BHUTAN",760
"1435","Japan",740,740,1965,"JAPAN",740
"1445","North Korea",731,731,1965,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"1465","Philippines",840,840,1965,"PHILIPPINES",840
"1475","South Korea",732,732,1965,"KOREA, REPUBLIC OF",732
"1485","Cambodia",811,811,1965,"CAMBODIA",811
"1495","Laos",812,812,1965,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"1505","Myanmar",775,775,1965,"MYANMAR",775
"1515","Thailand",800,800,1965,"THAILAND",800
"1563","Burundi",516,516,1965,"BURUNDI",516
"1572","Kenya",501,501,1965,"KENYA",501
"1583","Rwanda",517,517,1965,"RWANDA",517
"1591","Tanzania",510,510,1965,"TANZANIA, UNITED REPUBLIC OF",510
"1601","Zambia",551,551,1965,"ZAMBIA",551
"1611","Zimbabwe",552,552,1965,"ZIMBABWE",552
"1641","Malawi",553,553,1965,"MALAWI",553
"1695","Congo",484,484,1965,"CONGO, REPUBLIC OF",484
"1705","Congo, Democratic Republic of",490,490,1965,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"1725","Gabon",481,481,1965,"GABON",481
"1745","New Zealand",920,920,1965,"NEW ZEALAND",920
"1755","Madagascar",580,580,1965,"MADAGASCAR",580
"1805","Australia",900,900,1965,"AUSTRALIA",900
"1865","Canada",20,20,1965,"CANADA",20
"1885","Germany Federal Republic",260,260,1965,"GERMANY",260
"1895","Germany Democratic Republic",265,265,1965,"German Democratic Republic",265
"1905","Czechoslovakia",315,315,1965,"Czechoslovakia",315
"1915","Yugoslavia",345,345,1965,"Yugoslavia",345
"1925","USSR",365,365,1965,"RUSSIAN FEDERATION",365
"1955","Ethiopia",530,530,1965,"ETHIOPIA",530
"1965","South Africa",560,560,1965,"SOUTH AFRICA",560
"2005","Yemen Arab Republic",678,678,1965,"YEMEN",678
"2025","Taiwan",713,713,1965,"TAIWAN, PROVINCE OF CHINA",713
"2035","China",710,710,1965,"CHINA",710
"2045","Pakistan",770,770,1965,"PAKISTAN",770
"2055","Republic of Vietnam",817,817,1965,"VIETNAM",817
"2065","Vietnam",816,816,1965,"VIETNAM",816
"209","Malaysia",820,820,1965,"MALAYSIA",820
"210","Singapore",830,830,1965,"SINGAPORE",830
"2112","Indonesia",850,850,1965,"INDONESIA",850
"2195","Morocco",600,600,1965,"MOROCCO",600
"2275","India",750,750,1965,"INDIA",750
"2385","United States",2,2,1965,"UNITED STATES",2
"2395","Saudi Arabia",670,670,1965,"SAUDI ARABIA",670
"0","Guyana",110,110,1966,"GUYANA",110
"212","Trinidad and Tobago",52,52,1966,"TRINIDAD AND TOBAGO",52
"317","Venezuela",101,101,1966,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"416","Samoa",990,990,1966,"SAMOA",990
"618","Argentina",160,160,1966,"ARGENTINA",160
"718","Bolivia",145,145,1966,"BOLIVIA, PLURINATIONAL STATE OF",145
"816","Brazil",140,140,1966,"BRAZIL",140
"918","Chile",155,155,1966,"CHILE",155
"1018","Ecuador",130,130,1966,"ECUADOR",130
"118","Paraguay",150,150,1966,"PARAGUAY",150
"128","Peru",135,135,1966,"PERU",135
"138","Uruguay",165,165,1966,"URUGUAY",165
"1516","Guatemala",90,90,1966,"GUATEMALA",90
"167","Mexico",70,70,1966,"MEXICO",70
"17","Barbados",53,53,1966,"BARBADOS",53
"226","Dominican Republic",42,42,1966,"DOMINICAN REPUBLIC",42
"236","Haiti",41,41,1966,"HAITI",41
"244","Jamaica",51,51,1966,"JAMAICA",51
"276","Colombia",100,100,1966,"COLOMBIA",100
"286","Costa Rica",94,94,1966,"COSTA RICA",94
"296","Cuba",40,40,1966,"CUBA",40
"306","El Salvador",92,92,1966,"EL SALVADOR",92
"318","Honduras",91,91,1966,"HONDURAS",91
"326","Nicaragua",93,93,1966,"NICARAGUA",93
"336","Panama",95,95,1966,"PANAMA",95
"366","Iceland",395,395,1966,"ICELAND",395
"376","Ireland",205,205,1966,"IRELAND",205
"386","United Kingdom",200,200,1966,"UNITED KINGDOM",200
"406","Cote d'Ivoire",437,437,1966,"COTE D'IVOIRE",437
"417","Ghana",452,452,1966,"GHANA",452
"426","Liberia",450,450,1966,"LIBERIA",450
"446","Portugal",235,235,1966,"PORTUGAL",235
"456","Spain",230,230,1966,"SPAIN",230
"466","Burkina Faso",439,439,1966,"BURKINA FASO",439
"476","Guinea",438,438,1966,"GUINEA",438
"496","Mali",432,432,1966,"MALI",432
"506","Mauritania",435,435,1966,"MAURITANIA",435
"516","Senegal",433,433,1966,"SENEGAL",433
"525","Sierra Leone",451,451,1966,"SIERRA LEONE",451
"531","The Gambia",420,420,1966,"GAMBIA",420
"576","Mongolia",712,712,1966,"MONGOLIA",712
"586","Sudan",625,625,1966,"SUDAN",625
"594","Uganda",500,500,1966,"UGANDA",500
"606","Iraq",645,645,1966,"IRAQ",645
"619","Israel",666,666,1966,"ISRAEL",666
"626","Jordan",663,663,1966,"JORDAN",663
"646","Norway",385,385,1966,"NORWAY",385
"666","Sweden",380,380,1966,"SWEDEN",380
"674","Algeria",615,615,1966,"ALGERIA",615
"686","Andorra",232,232,1966,"ANDORRA",232
"695","Cameroon",471,471,1966,"CAMEROON",471
"706","Central African Republic",482,482,1966,"CENTRAL AFRICAN REPUBLIC",482
"719","Libya",620,620,1966,"LIBYAN ARAB JAMAHIRIYA",620
"726","Monaco",221,221,1966,"MONACO",221
"736","Tunisia",616,616,1966,"TUNISIA",616
"746","Benin",434,434,1966,"BENIN",434
"756","Chad",483,483,1966,"CHAD",483
"786","Niger",436,436,1966,"NIGER",436
"795","Nigeria",475,475,1966,"NIGERIA",475
"817","Togo",461,461,1966,"TOGO",461
"826","Albania",339,339,1966,"ALBANIA",339
"856","Italy",325,325,1966,"ITALY",325
"872","Malta",338,338,1966,"MALTA",338
"886","San Marino",331,331,1966,"SAN MARINO",331
"906","Bulgaria",355,355,1966,"BULGARIA",355
"919","Cyprus",352,352,1966,"CYPRUS",352
"926","Egypt",651,651,1966,"EGYPT",651
"946","Greece",350,350,1966,"GREECE",350
"956","Lebanon",660,660,1966,"LEBANON",660
"966","Syria",652,652,1966,"SYRIAN ARAB REPUBLIC",652
"976","Turkey",640,640,1966,"TURKEY",640
"986","Austria",305,305,1966,"AUSTRIA",305
"1006","Denmark",390,390,1966,"DENMARK",390
"1019","Hungary",310,310,1966,"HUNGARY",310
"1026","Poland",290,290,1966,"POLAND",290
"1056","Belgium",211,211,1966,"BELGIUM",211
"1066","France",220,220,1966,"FRANCE",220
"1076","Liechtenstein",223,223,1966,"LIECHTENSTEIN",223
"1086","Luxembourg",212,212,1966,"LUXEMBOURG",212
"1096","Netherlands",210,210,1966,"NETHERLANDS",210
"1106","Switzerland",225,225,1966,"SWITZERLAND",225
"1136","Finland",375,375,1966,"FINLAND",375
"1176","Romania",360,360,1966,"ROMANIA",360
"1191","Maldives",781,781,1966,"MALDIVES",781
"1206","Oman",698,698,1966,"OMAN",698
"1216","Somalia",520,520,1966,"SOMALIA",520
"1226","Sri Lanka",780,780,1966,"SRI LANKA",780
"1296","Iran",630,630,1966,"IRAN, ISLAMIC REPUBLIC OF",630
"1305","Kuwait",690,690,1966,"KUWAIT",690
"1346","Afghanistan",700,700,1966,"AFGHANISTAN",700
"1366","Nepal",790,790,1966,"NEPAL",790
"1406","Bhutan",760,760,1966,"BHUTAN",760
"1436","Japan",740,740,1966,"JAPAN",740
"1446","North Korea",731,731,1966,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",731
"1466","Philippines",840,840,1966,"PHILIPPINES",840
"1476","South Korea",732,732,1966,"KOREA, REPUBLIC OF",732
"1486","Cambodia",811,811,1966,"CAMBODIA",811
"1496","Laos",812,812,1966,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",812
"1506","Myanmar",775,775,1966,"MYANMAR",775
"1517","Thailand",800,800,1966,"THAILAND",800
"1551","Botswana",571,571,1966,"BOTSWANA",571
"1564","Burundi",516,516,1966,"BURUNDI",516
"1573","Kenya",501,501,1966,"KENYA",501
"1584","Rwanda",517,517,1966,"RWANDA",517
"1592","Tanzania",510,510,1966,"TANZANIA, UNITED REPUBLIC OF",510
"1602","Zambia",551,551,1966,"ZAMBIA",551
"1612","Zimbabwe",552,552,1966,"ZIMBABWE",552
"1631","Lesotho",570,570,1966,"LESOTHO",570
"1642","Malawi",553,553,1966,"MALAWI",553
"1696","Congo",484,484,1966,"CONGO, REPUBLIC OF",484
"1706","Congo, Democratic Republic of",490,490,1966,"CONGO, THE DEMOCRATIC REPUBLIC OF",490
"1726","Gabon",481,481,1966,"GABON",481
"1746","New Zealand",920,920,1966,"NEW ZEALAND",920
"1756","Madagascar",580,580,1966,"MADAGASCAR",580
"1806","Australia",900,900,1966,"AUSTRALIA",900
"1866","Canada",20,20,1966,"CANADA",20
"1886","Germany Federal Republic",260,260,1966,"GERMANY",260
"1896","Germany Democratic Republic",265,265,1966,"German Democratic Republic",265
"1906","Czechoslovakia",315,315,1966,"Czechoslovakia",315
"1916","Yugoslavia",345,345,1966,"Yugoslavia",345
"1926","USSR",365,365,1966,"RUSSIAN FEDERATION",365
"1956","Ethiopia",530,530,1966,"ETHIOPIA",530
"1966","South Africa",560,560,1966,"SOUTH AFRICA",560
"2006","Yemen Arab Republic",678,678,1966,"YEMEN",678
"2026","Taiwan",713,713,1966,"TAIWAN, PROVINCE OF CHINA",713
"2036","China",710,710,1966,"CHINA",710
"2046","Pakistan",770,770,1966,"PAKISTAN",770
"2056","Republic of Vietnam",817,817,1966,"VIETNAM",817
"2066","Vietnam",816,816,1966,"VIETNAM",816
"2091","Malaysia",820,820,1966,"MALAYSIA",820
"2101","Singapore",830,830,1966,"SINGAPORE",830
"2113","Indonesia",850,850,1966,"INDONESIA",850
"2196","Morocco",600,600,1966,"MOROCCO",600
"2276","India",750,750,1966,"INDIA",750
"2386","United States",2,2,1966,"UNITED STATES",2
"2396","Saudi Arabia",670,670,1966,"SAUDI ARABIA",670
"01","Guyana",110,110,1967,"GUYANA",110
"213","Trinidad and Tobago",52,52,1967,"TRINIDAD AND TOBAGO",52
"319","Venezuela",101,101,1967,"VENEZUELA, BOLIVARIAN REPUBLIC OF",101
"418","Samoa",990,990,1967,"SAMOA",990
"620","Argentina",160,160,1967,"ARGENTINA",160
"720","Bolivia",145,145,1967,"BOLIVIA, PLURINATIONAL STATE OF",145
"818","Brazil",140,140,1967,"BRAZIL",140
"920","Chile",155,155,1967,"CHILE",155
"1020","Ecuador",130,130,1967,"ECUADOR",130
"1110","Paraguay",150,150,1967,"PARAGUAY",150
"1210","Peru",135,135,1967,"PERU",135
"139","Uruguay",165,165,1967,"URUGUAY",165
"1518","Guatemala",90,90,1967,"GUATEMALA",90
"168","Mexico",70,70,1967,"MEXICO",70
"171","Barbados",53,53,1967,"BARBADOS",53
"228","Dominican Republic",42,42,1967,"DOMINICAN REPUBLIC",42
"237","Haiti",41,41,1967,"HAITI",41
"245","Jamaica",51,51,1967,"JAMAICA",51
"277","Colombia",100,100,1967,"COLOMBIA",100
"287","Costa Rica",94,94,1967,"COSTA RICA",94
"297","Cuba",40,40,1967,"CUBA",40
"307","El Salvador",92,92,1967,"EL SALVADOR",92
"3110","Honduras",91,91,1967,"HONDURAS",91
"327","Nicaragua",93,93,1967,"NICARAGUA",93
"337","Panama",95,95,1967,"PANAMA",95
"367","Iceland",395,395,1967,"ICELAND",395
"377","Ireland",205,205,1967,"IRELAND",205
"387","United Kingdom",200,200,1967,"UNITED KINGDOM",200
"407","Cote d'Ivoire",437,437,1967,"COTE D'IVOIRE",437
"419","Ghana",452,452,1967,"GHANA",452
"427","Liberia",450,450,1967,"LIBERIA",450
"447","Portugal",235,235,1967,"PORTUGAL",235
"457","Spain",230,230,1967,"SPAIN",230
"467","Burkina Faso",439,439,1967,"BURKINA FASO",439
"477","Guinea",438,438,1967,"GUINEA",438
"497","Mali",432,432,1967,"MALI",432
"507","Mauritania",435,435,1967,"MAURITANIA",435
"517","Senegal",433,433,1967,"SENEGAL",433
"526","Sierra Leone",451,451,1967,"SIERRA LEONE",451
"532","The Gambia",420,420,1967,"GAMBIA",420
"577","Mongolia",712,712,1967,"MONGOLIA",712
"587","Sudan",625,625,1967,"SUDAN",625
"595","Uganda",500,500,1967,"UGANDA",500
"607","Iraq",645,645,1967,"IRAQ",645
"627","Jordan",663,663,1967,"JORDAN",663
"647","Norway",385,385,1967,"NORWAY",385
"667","Sweden",380,380,1967,"SWEDEN",380
"675","Algeria",615,615,1967,"ALGERIA",615
"687","Andorra",232,232,1967,"ANDORRA",232
"696","Cameroon",471,471,1967,"CAMEROON",471
"707","Central African Republic",482,482,1967,"CENTRAL AFRICAN REPUBLIC",482
"7110","Libya",620,620,1967,"LIBYAN ARAB JAMAHIRIYA",620
"727","Monaco",221,221,1967,"MONACO",221
"737","Tunisia",616,616,1967,"TUNISIA",616
"747","Benin",434,434,1967,"BENIN",434
"757","Chad",483,483,1967,"CHAD",483
"787","Niger",436,436,1967,"NIGER",436
"796","Nigeria",475,475,1967,"NIGERIA",475
"819","Togo",461,461,1967,"TOGO",461
"827","Albania",339,339,1967,"ALBANIA",339
"857","Italy",325,325,1967,"ITALY",325
"873","Malta",338,338,1967,"MALTA",338
"887","San Marino",331,331,1967,"SAN MARINO",331
"907","Bulgaria",355,355,1967,"BULGARIA",355
"9110","Cyprus",352,352,1967,"CYPRUS",352
"947","Greece",350,350,1967,"GREECE",350
"957","Lebanon",660,660,1967,"LEBANON",660
"977","Turkey",640,640,1967,"TURKEY",640
"987","Austria",305,305,1967,"AUSTRIA",305
"1007","Denmark",390,390,1967,"DENMARK",390
"10110","Hungary",310,310,1967,"HUNGARY",310
"1027","Poland",290,290,1967,"POLAND",290
"1057","Belgium",211,211,1967,"BELGIUM",211
"1067","France",220,220,1967,"FRANCE",220
"1077","Liechtenstein",223,223,1967,"LIECHTENSTEIN",223
"1087","Luxembourg",212,212,1967,"LUXEMBOURG",212
"1097","Netherlands",210,210,1967,"NETHERLANDS",210
"1107","Switzerland",225,225,1967,"SWITZERLAND",225
"1137","Finland",375,375,1967,"FINLAND",375
"1177","Romania",360,360,1967,"ROMANIA",360
"1192","Maldives",781,781,1967,"MALDIVES",781
"1207","Oman",698,698,1967,"OMAN",698
"1217","Somalia",520,520,1967,"SOMALIA",520
